Strain,TechRep,ClusterID,Num.Cells.Progeny,Num.Cells.Parent,RepTime.sec,EntersField.sec
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,29,1,56,27440,0
B505,2,30,NA,NA,NA,0
B505,2,31,1,4,62720,0
B505,2,31,1,4,62720,0
B505,2,31,1,4,62720,0
B505,2,31,1,4,62720,0
B505,2,32,1,4,62720,0
B505,2,32,1,4,62720,0
B505,2,32,1,4,62720,0
B505,2,32,1,4,62720,0
B505,2,33,1,8,49000,0
B505,2,33,1,8,49000,0
B505,2,33,1,8,49000,0
B505,2,33,1,8,49000,0
B505,2,33,1,8,49000,0
B505,2,33,1,8,49000,0
B505,2,33,1,8,49000,0
B505,2,33,1,8,49000,0
B505,2,34,1,4,72520,0
B505,2,34,1,4,72520,0
B505,2,34,1,4,72520,0
B505,2,34,1,4,72520,0
B505,2,35,1,4,45080,0
B505,2,35,1,4,45080,0
B505,2,35,1,4,45080,0
B505,2,35,1,4,45080,0
B505,2,36,1,32,52920,0
B505,2,36,1,31,60760,0
B505,2,36,1,31,60760,0
B505,2,36,1,31,60760,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,36,1,28,62720,0
B505,2,37,NA,NA,NA,0
B505,3,1,1,32,111720,0
B505,3,1,1,32,111720,0
B505,3,1,1,32,111720,0
B505,3,1,1,32,111720,0
B505,3,1,1,32,111720,0
B505,3,1,1,32,111720,0
B505,3,1,1,32,111720,0
B505,3,1,1,32,111720,0
B505,3,1,1,32,111720,0
B505,3,1,1,23,113680,0
B505,3,1,1,23,113680,0
B505,3,1,1,23,113680,0
B505,3,1,1,23,113680,0
B505,3,1,1,23,113680,0
B505,3,1,1,23,113680,0
B505,3,1,1,23,113680,0
B505,3,1,1,23,113680,0
B505,3,1,1,23,113680,0
B505,3,1,1,23,113680,0
B505,3,1,1,23,113680,0
B505,3,1,1,23,113680,0
B505,3,1,1,23,113680,0
B505,3,1,1,23,113680,0
B505,3,1,1,23,113680,0
B505,3,1,1,23,113680,0
B505,3,1,1,23,113680,0
B505,3,1,1,23,113680,0
B505,3,1,1,5,115640,0
B505,3,1,1,5,115640,0
B505,3,1,1,5,115640,0
B505,3,1,1,5,115640,0
B505,3,1,1,5,115640,0
B505,3,2,1,16,96040,0
B505,3,2,1,16,96040,0
B505,3,2,1,16,96040,0
B505,3,2,1,16,96040,0
B505,3,2,1,16,96040,0
B505,3,2,1,16,96040,0
B505,3,2,1,16,96040,0
B505,3,2,1,16,96040,0
B505,3,2,1,16,96040,0
B505,3,2,1,16,96040,0
B505,3,2,1,16,96040,0
B505,3,2,1,16,96040,0
B505,3,2,1,16,96040,0
B505,3,2,1,16,96040,0
B505,3,2,1,16,96040,0
B505,3,2,1,16,96040,0
B505,3,3,1,16,92120,0
B505,3,3,1,15,98000,0
B505,3,3,1,15,98000,0
B505,3,3,1,15,98000,0
B505,3,3,1,15,98000,0
B505,3,3,1,15,98000,0
B505,3,3,1,15,98000,0
B505,3,3,1,15,98000,0
B505,3,3,1,15,98000,0
B505,3,3,1,15,98000,0
B505,3,3,1,15,98000,0
B505,3,3,1,15,98000,0
B505,3,3,1,15,98000,0
B505,3,3,1,15,98000,0
B505,3,3,1,15,98000,0
B505,3,3,1,15,98000,0
B505,3,4,1,4,56840,0
B505,3,4,1,4,56840,0
B505,3,4,1,4,56840,0
B505,3,4,1,4,56840,0
B505,3,5,1,32,99960,0
B505,3,5,1,32,99960,0
B505,3,5,1,32,99960,0
B505,3,5,1,32,99960,0
B505,3,5,1,32,99960,0
B505,3,5,1,32,99960,0
B505,3,5,1,32,99960,0
B505,3,5,1,32,99960,0
B505,3,5,1,32,99960,0
B505,3,5,1,32,99960,0
B505,3,5,1,32,99960,0
B505,3,5,1,32,99960,0
B505,3,5,1,32,99960,0
B505,3,5,1,32,99960,0
B505,3,5,1,32,99960,0
B505,3,5,1,32,99960,0
B505,3,5,1,16,105840,0
B505,3,5,1,16,105840,0
B505,3,5,1,16,105840,0
B505,3,5,1,16,105840,0
B505,3,5,1,16,105840,0
B505,3,5,1,16,105840,0
B505,3,5,1,16,105840,0
B505,3,5,1,16,105840,0
B505,3,5,1,16,105840,0
B505,3,5,1,16,105840,0
B505,3,5,1,16,105840,0
B505,3,5,1,16,105840,0
B505,3,5,1,16,105840,0
B505,3,5,1,16,105840,0
B505,3,5,1,16,105840,0
B505,3,5,1,16,105840,0
B505,3,6,1,4,3920,0
B505,3,6,1,4,3920,0
B505,3,6,1,4,3920,0
B505,3,6,1,4,3920,0
B505,3,7,1,4,54880,0
B505,3,7,1,4,54880,0
B505,3,7,1,4,54880,0
B505,3,7,1,4,54880,0
B505,3,8,1,16,43120,0
B505,3,8,1,16,43120,0
B505,3,8,1,16,43120,0
B505,3,8,1,16,43120,0
B505,3,9,1,8,47040,0
B505,3,9,1,8,47040,0
B505,3,9,1,8,47040,0
B505,3,9,1,8,47040,0
B505,3,9,1,8,47040,0
B505,3,9,1,8,47040,0
B505,3,9,1,8,47040,0
B505,3,9,1,8,47040,0
B505,3,10,1,8,52920,0
B505,3,10,1,8,54880,0
B505,3,10,1,6,54880,0
B505,3,10,1,6,54880,0
B505,3,10,1,6,54880,0
B505,3,10,1,6,54880,0
B505,3,10,1,6,54880,0
B505,3,10,1,6,54880,0
B505,3,11,8,32,58800,0
B505,3,12,NA,NA,NA,0
B505,3,13,1,32,1960,0
B505,3,13,1,62,50960,0
B505,3,13,1,62,50960,0
B505,3,13,1,62,50960,0
B505,3,13,1,62,50960,0
B505,3,13,1,62,50960,0
B505,3,13,1,62,50960,0
B505,3,13,1,62,50960,0
B505,3,13,1,55,52920,0
B505,3,13,1,55,52920,0
B505,3,13,1,55,52920,0
B505,3,13,1,55,52920,0
B505,3,13,1,55,52920,0
B505,3,13,1,55,52920,0
B505,3,13,1,55,52920,0
B505,3,13,1,55,52920,0
B505,3,13,1,55,52920,0
B505,3,13,1,55,52920,0
B505,3,13,4,55,52920,0
B505,3,13,4,55,52920,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,13,1,37,54880,0
B505,3,14,NA,NA,NA,0
B505,3,15,1,4,52920,0
B505,3,15,1,4,52920,0
B505,3,15,1,4,52920,0
B505,3,15,1,4,52920,0
B505,3,16,1,4,52920,0
B505,3,16,1,4,52920,0
B505,3,16,1,4,52920,0
B505,3,16,1,4,52920,0
B505,3,17,NA,NA,NA,1960
B505,3,18,1,8,56840,0
B505,3,18,1,8,56840,0
B505,3,18,1,8,56840,0
B505,3,18,1,8,56840,0
B505,3,18,1,8,56840,0
B505,3,18,1,8,56840,0
B505,3,18,1,8,56840,0
B505,3,18,1,8,56840,0
B505,3,19,NA,NA,NA,0
B505,3,20,1,16,54880,0
B505,3,20,1,16,54880,0
B505,3,20,1,16,54880,0
B505,3,20,1,16,54880,0
B505,3,20,1,16,54880,0
B505,3,20,1,16,54880,0
B505,3,20,1,16,54880,0
B505,3,20,1,16,54880,0
B505,3,20,1,16,54880,0
B505,3,20,1,16,54880,0
B505,3,20,1,16,54880,0
B505,3,20,1,16,54880,0
B505,3,20,1,16,54880,0
B505,3,20,1,16,54880,0
B505,3,20,1,16,54880,0
B505,3,20,1,16,54880,0
B505,4,1,NA,NA,NA,0
B505,4,2,4,16,90160,0
B505,4,2,1,12,92120,0
B505,4,3,NA,NA,NA,0
B505,4,4,NA,NA,NA,0
B505,4,5,NA,NA,NA,0
B505,4,6,NA,NA,NA,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,7,1,32,66640,0
B505,4,8,1,4,66640,0
B505,4,8,1,4,66640,0
B505,4,8,1,4,66640,0
B505,4,8,1,4,66640,0
B505,4,9,NA,NA,NA,0
B505,4,10,1,8,3920,0
B505,4,10,1,8,3920,0
B505,4,10,1,8,3920,0
B505,4,10,1,8,3920,0
B505,4,10,1,8,3920,0
B505,4,10,1,8,3920,0
B505,4,10,1,8,3920,0
B505,4,10,1,8,3920,0
B505,4,11,1,8,3920,0
B505,4,11,1,8,3920,0
B505,4,11,1,8,3920,0
B505,4,11,1,8,3920,0
B505,4,11,1,8,3920,0
B505,4,11,1,8,3920,0
B505,4,11,1,8,3920,0
B505,4,11,1,8,3920,0
B505,4,12,NA,NA,NA,1960
B505,4,13,NA,NA,NA,0
B505,4,14,4,32,96040,0
B505,4,14,4,28,98000,0
B505,4,14,1,24,121520,0
B505,4,14,1,24,121520,0
B505,4,14,1,24,121520,0
B505,4,14,1,24,121520,0
B505,4,14,1,24,121520,0
B505,4,14,1,24,121520,0
B505,4,14,1,24,121520,0
B505,4,14,1,24,121520,0
B505,4,14,1,24,121520,0
B505,4,14,1,24,121520,0
B505,4,14,1,24,121520,0
B505,4,14,1,24,121520,0
B505,4,14,1,24,121520,0
B505,4,14,1,24,121520,0
B505,4,14,1,24,121520,0
B505,4,14,1,24,121520,0
B505,4,14,1,24,121520,0
B505,4,14,1,24,121520,0
B505,4,14,1,24,121520,0
B505,4,14,1,24,121520,0
B505,4,14,1,24,121520,0
B505,4,14,1,24,121520,0
B505,4,14,1,24,121520,0
B505,4,14,1,24,121520,0
B505,4,15,4,32,113680,0
B505,4,15,4,28,131320,0
B505,4,15,4,28,131320,0
B505,4,15,4,20,143080,0
B505,4,15,4,20,143080,0
B505,4,15,4,20,143080,0
B505,4,15,4,20,143080,0
B505,4,15,4,20,143080,0
B505,4,16,NA,NA,NA,0
B505,4,17,NA,NA,NA,0
B505,5,1,1,32,170520,0
B505,5,1,4,31,186200,0
B505,5,2,4,32,152880,7840
B505,5,2,4,32,152880,0
B505,5,2,1,24,162680,0
B505,5,2,1,24,162680,0
B505,5,2,1,24,162680,0
B505,5,2,1,24,162680,0
B505,5,2,1,20,174440,0
B505,5,2,1,20,174440,0
B505,5,3,1,16,115640,0
B505,5,3,1,16,115640,0
B505,5,3,1,16,115640,0
B505,5,3,1,16,115640,0
B505,5,3,1,16,115640,0
B505,5,3,1,16,115640,0
B505,5,3,1,16,115640,0
B505,5,3,1,16,115640,0
B505,5,3,1,16,115640,0
B505,5,3,1,16,115640,0
B505,5,3,1,16,115640,0
B505,5,3,1,16,115640,0
B505,5,3,1,16,115640,0
B505,5,3,1,16,115640,0
B505,5,3,1,16,115640,0
B505,5,3,1,16,115640,0
B505,5,4,1,16,103880,0
B505,5,4,1,15,107800,0
B505,5,4,1,14,121520,0
B505,5,4,1,13,129360,0
B505,5,4,1,12,139160,0
B505,5,4,1,12,139160,0
B505,5,4,4,40,154840,0
B505,5,4,4,40,154840,0
B505,5,4,4,40,154840,0
B505,5,5,2,16,148960,0
B505,5,6,1,16,176400,0
B505,5,7,NA,NA,NA,0
B505,5,8,1,8,82320,0
B505,5,8,1,8,82320,0
B505,5,8,1,8,82320,0
B505,5,8,1,8,82320,0
B505,5,8,1,8,82320,0
B505,5,8,1,8,82320,0
B505,5,8,1,8,82320,0
B505,5,8,1,8,82320,0
B505,5,9,1,8,72520,0
B505,5,9,4,5,78400,0
B505,5,9,4,5,99960,0
B505,5,9,4,5,99960,0
B505,5,9,4,5,99960,0
B505,5,9,4,5,99960,0
B505,5,9,4,5,99960,0
B505,5,9,1,5,99960,0
B505,5,10,1,16,127400,3920
B505,5,10,1,16,127400,0
B505,5,10,1,16,127400,0
B505,5,10,1,16,127400,0
B505,5,10,1,16,127400,0
B505,5,10,1,16,127400,0
B505,5,10,1,16,127400,0
B505,5,10,1,16,127400,0
B505,5,10,1,16,127400,0
B505,5,10,1,7,129360,0
B505,5,10,1,7,129360,0
B505,5,10,1,7,129360,0
B505,5,10,1,4,166600,0
B505,5,10,1,4,166600,0
B505,5,10,1,4,166600,0
B505,5,10,1,4,166600,0
B505,5,11,1,128,160720,0
B506,1,1,1,4,98000,0
B506,1,1,1,4,98000,0
B506,1,1,1,4,98000,0
B506,1,1,1,4,98000,0
B506,1,2,1,4,103880,0
B506,1,2,1,4,103880,0
B506,1,2,1,4,103880,0
B506,1,2,1,4,103880,0
B506,1,3,1,4,50960,25480
B506,1,3,1,4,50960,25480
B506,1,3,1,4,50960,25480
B506,1,3,1,4,50960,25480
B506,1,4,1,4,66640,25480
B506,1,4,1,4,66640,25480
B506,1,4,1,4,66640,25480
B506,1,4,1,4,66640,25480
B506,1,5,1,4,56840,33320
B506,1,5,1,4,56840,33320
B506,1,5,1,4,56840,33320
B506,1,5,1,4,56840,33320
B506,2,1,NA,NA,NA,0
B506,2,2,1,4,45080,29400
B506,2,2,1,4,45080,29400
B506,2,2,1,4,45080,29400
B506,2,2,1,4,45080,29400
B506,2,3,1,4,43120,29400
B506,2,3,1,4,43120,29400
B506,2,3,1,4,43120,29400
B506,2,3,1,4,43120,29400
B506,2,4,1,4,58800,41160
B506,2,4,1,4,58800,41160
B506,2,4,1,4,58800,41160
B506,2,4,1,4,58800,41160
B506,2,5,1,4,56840,23520
B506,2,5,1,4,56840,23520
B506,2,5,1,4,56840,23520
B506,2,5,1,4,56840,23520
B506,3,1,1,4,56840,9800
B506,3,1,1,4,56840,9800
B506,3,1,1,4,56840,9800
B506,3,1,1,4,56840,9800
B506,3,2,1,4,84280,11760
B506,3,2,1,4,84280,11760
B506,3,2,1,4,84280,11760
B506,3,2,1,4,84280,11760
B506,3,3,1,4,168560,90160
B506,3,3,1,4,168560,90160
B506,3,3,1,4,168560,90160
B506,3,3,1,4,168560,90160
B506,3,4,1,4,56840,56840
B506,3,4,1,4,56840,56840
B506,3,4,1,4,56840,56840
B506,3,4,1,4,56840,56840
B506,3,5,1,16,243040,119560
B506,3,5,1,16,243040,119560
B506,3,5,1,16,243040,119560
B506,3,5,1,16,243040,119560
B506,3,5,1,16,243040,119560
B506,3,5,1,16,243040,119560
B506,3,5,1,16,243040,119560
B506,3,5,1,16,243040,119560
B506,3,5,1,16,243040,119560
B506,3,5,1,16,243040,119560
B506,3,5,1,16,243040,119560
B506,3,5,1,16,243040,119560
B506,3,5,1,16,243040,119560
B506,3,5,1,16,243040,119560
B506,3,5,1,16,243040,119560
B506,3,5,1,16,243040,119560
B506,3,6,1,4,37240,19600
B506,3,6,1,4,37240,19600
B506,3,6,1,4,37240,19600
B506,3,6,1,4,37240,19600
B506,3,7,1,4,60760,25480
B506,3,7,1,4,60760,25480
B506,3,7,1,4,60760,25480
B506,3,7,1,4,60760,25480
B506,4,1,1,7,47040,0
B506,4,1,1,7,47040,0
B506,4,1,1,7,47040,0
B506,4,1,1,7,47040,0
B506,4,1,1,7,47040,0
B506,4,1,1,7,47040,0
B506,4,1,1,7,47040,0
B506,4,2,1,10,70560,0
B506,4,2,1,10,70560,0
B506,4,2,1,10,70560,0
B506,4,2,1,10,70560,0
B506,4,2,1,10,70560,0
B506,4,2,1,10,70560,0
B506,4,2,1,4,76440,0
B506,4,2,1,4,76440,0
B506,4,2,1,4,76440,0
B506,4,2,1,4,76440,0
B506,4,3,1,4,88200,33320
B506,4,3,1,4,88200,33320
B506,4,3,1,4,88200,33320
B506,4,3,1,4,88200,33320
B506,4,4,1,2,66640,47040
B506,4,4,1,2,66640,47040
B506,4,5,1,4,62720,45080
B506,4,5,1,4,62720,45080
B506,4,5,1,4,62720,45080
B506,4,5,1,4,62720,45080
B506,4,6,1,4,66640,50960
B506,4,6,1,4,66640,50960
B506,4,6,1,4,66640,50960
B506,4,6,1,4,66640,50960
B506,4,7,1,4,62720,39200
B506,4,7,1,4,62720,39200
B506,4,7,1,4,62720,39200
B506,4,7,1,4,62720,39200
B506,5,1,1,8,74480,0
B506,5,1,1,8,74480,0
B506,5,1,1,8,74480,0
B506,5,1,1,8,74480,0
B506,5,1,1,8,74480,0
B506,5,1,1,8,74480,0
B506,5,1,1,8,74480,0
B506,5,1,1,8,74480,0
B506,5,2,1,8,92120,0
B506,5,2,1,8,92120,0
B506,5,2,1,8,92120,0
B506,5,2,1,20,152880,0
B506,5,2,1,20,152880,0
B506,5,2,1,20,152880,0
B506,5,2,1,20,152880,0
B506,5,2,1,20,152880,0
B506,5,2,1,20,152880,0
B506,5,2,1,20,152880,0
B506,5,2,1,20,152880,0
B506,5,2,1,12,174440,0
B506,5,2,1,12,174440,0
B506,5,2,1,12,174440,0
B506,5,2,1,12,174440,0
B506,5,2,1,8,192080,0
B506,5,2,1,8,192080,0
B506,5,2,1,8,192080,0
B506,5,2,1,8,192080,0
B506,5,2,1,4,197960,0
B506,5,2,1,4,197960,0
B506,5,2,1,4,197960,0
B506,5,2,1,4,197960,0
B506,5,3,1,4,105840,94080
B506,5,3,1,4,105840,94080
B506,5,3,1,4,105840,94080
B506,5,3,1,4,105840,94080
B506,5,4,1,4,125440,115640
B506,5,4,1,4,125440,115640
B506,5,4,1,4,125440,115640
B506,5,4,1,4,125440,115640
B506,5,5,1,4,125440,113680
B506,5,5,1,4,125440,113680
B506,5,5,1,4,125440,113680
B506,5,5,1,4,125440,113680
B506,5,6,1,4,135240,123480
B506,5,6,1,4,135240,123480
B506,5,6,1,4,135240,123480
B506,5,6,1,4,135240,123480
B506,5,7,1,4,143080,131320
B506,5,7,1,4,143080,131320
B506,5,7,1,4,143080,131320
B506,5,7,1,4,143080,131320
K101,1,1,1,4,54880,0
K101,1,1,1,4,54880,0
K101,1,1,1,4,54880,0
K101,1,1,1,4,54880,0
K101,1,2,1,32,199920,0
K101,1,2,1,32,199920,0
K101,1,2,1,30,209720,0
K101,1,2,1,30,209720,0
K101,1,2,1,30,209720,0
K101,1,2,1,30,209720,0
K101,1,2,1,30,209720,0
K101,1,2,1,30,209720,0
K101,1,2,1,30,209720,0
K101,1,2,1,30,209720,0
K101,1,2,1,30,209720,0
K101,1,2,1,30,209720,0
K101,1,2,1,30,209720,0
K101,1,2,1,30,209720,0
K101,1,2,1,30,209720,0
K101,1,2,1,30,209720,0
K101,1,2,1,30,209720,0
K101,1,2,1,30,209720,0
K101,1,2,1,30,209720,0
K101,1,2,1,13,223440,0
K101,1,2,1,13,223440,0
K101,1,2,1,13,223440,0
K101,1,2,1,13,223440,0
K101,1,2,1,13,223440,0
K101,1,2,1,13,223440,0
K101,1,2,1,13,223440,0
K101,1,2,1,13,223440,0
K101,1,2,1,13,223440,0
K101,1,2,1,13,223440,0
K101,1,2,1,13,223440,0
K101,1,2,1,13,223440,0
K101,1,2,1,13,223440,0
K101,1,3,1,8,82320,0
K101,1,3,1,8,82320,0
K101,1,3,1,6,84280,0
K101,1,3,1,6,84280,0
K101,1,3,1,6,84280,0
K101,1,3,1,6,84280,0
K101,1,3,1,6,84280,0
K101,1,3,1,6,84280,0
K101,1,4,1,8,137200,0
K101,1,4,1,7,143080,0
K101,1,4,1,7,143080,0
K101,1,4,1,7,143080,0
K101,1,4,1,7,143080,0
K101,1,4,1,7,143080,0
K101,1,4,1,2,145040,0
K101,1,4,1,2,145040,0
K101,1,5,1,4,105840,0
K101,1,5,1,4,105840,0
K101,1,5,1,4,105840,0
K101,1,5,1,4,105840,0
K101,1,6,1,4,129360,0
K101,1,6,1,3,133280,0
K101,1,6,1,3,133280,0
K101,1,6,1,3,133280,0
K101,1,7,1,4,147000,107800
K101,1,7,1,4,147000,107800
K101,1,7,1,4,147000,107800
K101,1,7,1,4,147000,107800
K101,1,8,1,4,192080,139160
K101,1,8,1,4,192080,139160
K101,1,8,1,4,192080,139160
K101,1,8,1,4,192080,139160
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,1,1,32,207760,0
K101,2,2,1,16,182280,0
K101,2,2,1,16,182280,0
K101,2,2,1,16,182280,0
K101,2,2,1,16,182280,0
K101,2,2,1,16,182280,0
K101,2,2,1,9,186200,0
K101,2,2,1,9,186200,0
K101,2,2,1,9,186200,0
K101,2,2,1,9,186200,0
K101,2,2,1,9,186200,0
K101,2,2,1,9,186200,0
K101,2,2,1,9,186200,0
K101,2,2,1,9,186200,0
K101,2,2,1,9,186200,0
K101,2,3,1,64,231280,0
K101,2,3,1,64,231280,0
K101,2,3,1,64,231280,0
K101,2,3,1,61,233240,0
K101,2,3,1,61,233240,0
K101,2,3,1,61,233240,0
K101,2,3,1,61,233240,0
K101,2,3,1,61,233240,0
K101,2,3,1,61,233240,0
K101,2,3,1,61,233240,0
K101,2,3,1,61,233240,0
K101,2,3,1,61,233240,0
K101,2,3,1,61,233240,0
K101,2,3,1,61,233240,0
K101,2,3,1,61,233240,0
K101,2,3,1,61,233240,0
K101,2,3,1,61,233240,0
K101,2,3,1,61,233240,0
K101,2,3,1,61,233240,0
K101,2,3,1,45,237160,0
K101,2,3,1,45,237160,0
K101,2,3,1,45,237160,0
K101,2,3,1,42,239120,0
K101,2,3,1,42,239120,0
K101,2,3,1,42,239120,0
K101,2,3,1,42,239120,0
K101,2,3,1,38,243040,0
K101,2,3,1,38,243040,0
K101,2,3,1,38,243040,0
K101,2,3,1,38,243040,0
K101,2,3,1,38,243040,0
K101,2,3,1,38,243040,0
K101,2,3,1,38,243040,0
K101,2,3,1,38,243040,0
K101,2,3,1,38,243040,0
K101,2,3,1,38,243040,0
K101,2,3,1,38,243040,0
K101,2,3,1,38,243040,0
K101,2,3,1,38,243040,0
K101,2,3,1,38,243040,0
K101,2,3,1,38,243040,0
K101,2,3,1,38,243040,0
K101,2,3,1,38,243040,0
K101,2,3,1,38,243040,0
K101,2,3,1,38,243040,0
K101,2,3,1,38,243040,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,1,1,32,164640,0
K101,3,2,1,16,56840,0
K101,3,2,1,16,56840,0
K101,3,2,1,16,56840,0
K101,3,2,1,16,56840,0
K101,3,2,1,16,56840,0
K101,3,2,1,16,56840,0
K101,3,2,1,16,56840,0
K101,3,2,1,16,56840,0
K101,3,2,1,16,56840,0
K101,3,2,1,16,56840,0
K101,3,2,1,16,56840,0
K101,3,2,1,16,56840,0
K101,3,2,1,16,56840,0
K101,3,2,1,16,56840,0
K101,3,2,1,16,56840,0
K101,3,2,1,16,56840,0
K101,3,3,1,32,199920,0
K101,3,3,1,32,199920,0
K101,3,3,1,32,199920,0
K101,3,3,1,32,199920,0
K101,3,3,1,32,199920,0
K101,3,3,1,32,199920,0
K101,3,3,1,32,199920,0
K101,3,3,1,32,199920,0
K101,3,3,1,32,199920,0
K101,3,3,1,32,199920,0
